Número,Ano,Processo,Modalidade,Objeto,Situação,Valor,Órgão,Categoria,Link Aviso,Link Contrato
0047,2018,202209,PREGÃO ELETRÔNICO,"Registro de Preços para eventual aquisição de hidrômetros para micromedição, conforme Termo de Referência e Ordem de Licitação nº 3411/2017-GSL.",REAPRAZADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9075,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9075
0046,2018,191812,CONCORRÊNCIA  NACIONAL,"Execução de serviços na UOAN p/conservação e manutenção preventiva e corretiva de poços tubulares, EEs, ETAs e demais instalações.",SUSPENSO,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9022,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9022
0042,2018,239470,PREGÃO ELETRÔNICO,Registro de preços para eventual aquisição de gaxetas para toda a CAERN.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9198,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9198
0041,2018,270299,CONCORRÊNCIA  NACIONAL,"Contratação de empresa para execução de obras e serviços de engenharia para ampliação do Sistema de Abastecimento de Água da cidade de São João de Sabugi/RN, conforme Ordem de Licitação nº 4094/2017.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9041,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9041
0039,2018,232780,PREGÃO ELETRÔNICO,"Registro de Preços para eventual Aquisição de ferramentas manuais da área civil, conforme Termo de Referência e Ordem de Licitação nº 3499/2017-GSL/DA.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9035,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9035
0037,2018,167149,CONCORRÊNCIA  NACIONAL,"Contratação de empresa para execução de obras de esgotamento sanitário nas Estações Elevatórias EEE-03Ks (Comunidade Charqueado, no Bairro Felipe Camarão) e EEE-03Ks.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8950,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8950
0035,2018,85535,PREGÃO ELETRÔNICO,"Registro de preços para eventual aquisição de tubos em PVC, conforme Termo de Referência e Ordem de Licitação nº 3344/2018-GSL.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9082,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9082
0033,2018,63992,PREGÃO ELETRÔNICO,"Registro de Preços para eventual Aquisição de flanges de ferro fundido dúctil, conforme Termo de Referência e Ordem de Licitação nº 3354/2017-GSL/DA.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9201,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9201
0032,2018,98647,PREGÃO ELETRÔNICO,Contratação de empresa de seguro de vida em grupo por morte e/ou invalidez por acidente para assistência a todos os empregados da CAERN.,REAPRAZADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9163,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9163
0030,2018,391782,TOMADA DE PREÇOS,"Serviços de reforma dos banheiros masculino e feminino da sede da GMN, bem como reforma completa do vestiário masculino da sede da GMN.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9154,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9154
0028,2018,203943,TOMADA DE PREÇOS,"Contratação de empresa para execução dos serviços de conserto e manutenção do sistema de aeração Hygra Tornado-25, utilizado no tratamento de efluentes industriais ETE DIN.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8947,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8947
0025,2018,318761,TOMADA DE PREÇOS,Substituição e recuperação de perfis metálicos da Ponte do de Macau/RN.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8933,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8933
0024,2018,133814,PREGÃO PRESENCIAL,Aquisição de motobombas esgoto re-autoescorvante a serem utilizadas na Regional Oeste e na Regional Seridó da Companhia de Águas e Esgotos do Rio Grande do Norte.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8945,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8945
0023,2018,148341,PREGÃO ELETRÔNICO,"Aquisição de materiais hidráulicos a serem utilizados nas obras de ampliação do SAA Parnamirim/RN, conforme Termo de Referência e Ordem de Licitação nº 3202/2017-UGEM.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8953,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8953
0022,2018,372884,PREGÃO ELETRÔNICO,Aquisição de materiais para iluminação das estruturas do sistema de abastecimento de água e esgotamento sanitário da Zona Norte de Natal/RN.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8943,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8943
0021,2018,12756,PREGÃO ELETRÔNICO,"Registro de Preços para eventual aquisição de válvulas de retenção horizontal e de esfera, ambas em bronze, conforme Termo de Referência e Ordem de Licitação nº 3331/2017 GSL/DA.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8941,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8941
0020,2018,173484,PREGÃO ELETRÔNICO,"Registro de Preços para eventual aquisição de instrumentação, medidores de pressão, e modems de telemetria para instalação nas regionais da CAERN.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8942,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8942
0019,2018,185038,PREGÃO ELETRÔNICO,"Aquisição de computadores servidores tipo blade, visando expandir o poder de processamento de dados e armazenamento de sistemas de companhia.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8944,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8944
0018,2018,122538,PREGÃO ELETRÔNICO,"Aquisição de 04 (quatro) bombas peristálticas 550 ml/min, 7 bar, 220 V, monofásicas, para uso nas Estações de Tratamento de Água do Jiqui e de Extremoz.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8940,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8940
0017,2018,374760,PREGÃO ELETRÔNICO,"Aquisição de macromedidores de vazão diferencial de pressão para os sistemas de produção de água da CAERN, conforme Termo de Referência e Ordem de Licitação nº 3007/GSL.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8938,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8938
0016,2018,344222,PREGÃO ELETRÔNICO,"Aquisição de asfalto usinado a quente e aplicado a frio para uso em reparo de pavimentos que sofreram intervenção pela Companhia, conforme Termo de Referência e Ordem de Licitação nº 3171/2017-GSL",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8934,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8934
0015,2018,242207,TOMADA DE PREÇOS,Realização de obras de complementação do Sistema de Esgotamento Sanitário de Areia Branca/RN,HABILITAÇÃO,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8932,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8932
0014,2018,100035,PREGÃO ELETRÔNICO,"Aquisição de Smart TV 50” para acompanhamento das solicitações do GSAN e Análise de dados no CCO, conforme Termo de Referência e Ordem de Licitação nº 3351/2017-GSL.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8925,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8925
0013,2018,53441,TOMADA DE PREÇOS,"Contratação de empresa para elaboração de planilha de quantitativos, orçamentos e memorial descritivo para recuperação estrutural e demolição de reservatório do RN.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8929,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8929
0012,2018,228916,TOMADA DE PREÇOS,Contratação de empresa de engenharia/arquitetura para execução de serviço de construção de sala de comando e adequações das instalações elétricas na captação do SAA de Assú.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8928,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8928
0011,2018,106429,TOMADA DE PREÇOS,"Execução de serviço de sucção, transporte e tratamento de lodo em lagoas do sistema de efluentes das ETEs Beira-Rio, Jardim Lola 1 e 2.",REAPRAZADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9021,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9021
0010,2018,433645,TOMADA DE PREÇOS,Serviços de adequação de guarda-corpo na ETE Extremoz.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9020,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9020
0009,2018,423444,TOMADA DE PREÇOS,"Contratação de empresa de engenharia/arquitetura para execução de serviço, com fornecimento de material, relativos aos serviços de recuperação estrutural do poço de sucção da EEAT Ponta Negra,Natal/RN",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8927,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8927
0008,2018,121861,CONCORRÊNCIA  NACIONAL,Contratação de empresa para execução de obras de recuperação da rede coletora e das estações elevatórias de esgoto das sub-bacias 03-BN e 06-BN (localizadas no bairro Nossa Senhora da Apresentação.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8926,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8926
0007,2018,64183,PREGÃO ELETRÔNICO,"Aquisição de Equipamento de Proteção Individual, conforme Termo de Referência e Ordem de Licitação nº 2367/2017-GSL/DA.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8924,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8924
0005,2018,336358,CONCORRÊNCIA  NACIONAL,Execução do inventário patrimonial da CAERN.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8920,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8920
0004,2018,407695,CONCORRÊNCIA  NACIONAL,Contratação de empresa para realização dos serviços de manutenção e conservação de terrenos e instalações físicas da GMS/SMN.,PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8919,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8919
0003,2018,159458,TOMADA DE PREÇOS,"Contratação de empresa para execução de serviços complementares na ETE e EEE do SES de Pium, Cotovelo e Pirangi.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8918,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8918
0002,2018,121301,PREGÃO ELETRÔNICO,"Aquisição de tampas em fibra para isolamento da Caixa de Areia da Estação Elevatória de Esgoto 03 da Praia de Pium, do Sistema de Esgotamento Sanitário das praias de Pium, Cotovelo e Pirangi",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8917,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8917
0001,2018,393021,PREGÃO ELETRÔNICO,"Registro de Preços para eventual aquisição de luvas de correr junta mecânica em ferro fundido dúctil, conforme Termo de Referência e Ordem de Licitação nº 26972017-GSL/DA.",PUBLICADA,"0,00",CAERN,ENCARGOS ESPECIAIS,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/8916,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/8916
009,2018,301818,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DO SERVÇO DE LINK DEDICADO DE INTERNET,PUBLICADA,"0,00",POTIGÁS,ENERGIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9363,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9363
12,2018,060027,PREGÃO ELETRÔNICO,Materiais e Equipamentos,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9586,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9586
013,2018,088100710001702018,PREGÃO ELETRÔNICO,Aquisição de Material esportivo,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9507,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9507
013,2018,088100710001702018,PREGÃO ELETRÔNICO,Aquisição de Material esportivo,ANULADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9506,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9506
011,2018,088100660001382018,PREGÃO ELETRÔNICO,Equipamento de Salvamento Aquático,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9537,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9537
0091,2018,088100660000762018,PREGÃO ELETRÔNICO,Aquisição de carretas para transporte de bote inflável,FRACASSADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9522,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9522
008,2018,51300,PREGÃO ELETRÔNICO,Manutenção de ar-condicionado e ventiladores,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9367,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9367
007,2018,67072,PREGÃO ELETRÔNICO,Serviço de Coffee Break,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9220,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9220
005,2018,236802,PREGÃO ELETRÔNICO,AQUISIÇÃO DE INSÍGNIAS,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9034,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9034
0041,2018,220538,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MOTOSSERRAS E ACESSÓRIOS,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9145,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9145
004,2018,220538,PREGÃO ELETRÔNICO,Motosserra e materiais para sua manutenção,FRACASSADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9015,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9015
003,2018,91970,PREGÃO ELETRÔNICO,MATERIAIS E EQUIPAMENTOS DE SALVAMENTO TERRESTRE,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9040,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9040
002,2018,87662,PREGÃO ELETRÔNICO,Materiais de Atendimento Pré-Hospitalar,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9354,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9354
002,2018,32064,PREGÃO PRESENCIAL,"Alimentação preparada, tipo self-service",HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9333,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9333
001,2018,92999,PREGÃO ELETRÔNICO,Equipamento de Salvamento em Altura,HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9221,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9221
001,2018,22131,PREGÃO PRESENCIAL,"Alimentação preparada, tipo self-service",HOMOLOGADA,"0,00",CORPO BOMBEIRO,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9332,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9332
002,2018,0000000000,PREGÃO ELETRÔNICO,Equipamentos de informática e materiais para manutenção e reparo do sistema lógico,PUBLICADA,"0,00",PCRN,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9380,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9380
001,2018,91504,PREGÃO ELETRÔNICO,Contratação de empresa especializada na prestação de serviços de vigilância e monitoramento eletrônico com fornecimento de câmaras e central de alarmes,HOMOLOGADA,"0,00",PCRN,DIREITOS DA CIDADANIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9197,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9197
005,2018,033100190002942018,TOMADA DE PREÇOS,Implantação e Pavimentação do Trecho: Ent RN-064 (Punaú) / Ent. BR-101,REAPRAZADA,"0,00",DER,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9415,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9415
004,2018,033100110002852018,TOMADA DE PREÇOS,Contratação dos Serviços de Engenharia para Elaboração do Estudo de Viabilidade Técnico-Econômica e Ambiental e Projeto Executivo de Engenharia para Imp e Pav da RN-221 - Macau - Porto do Mangue,PUBLICADA,"0,00",DER,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9404,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9404
003,2018,86684,TOMADA DE PREÇOS,"Elaboração de RAS (Relatório Ambiental Simplificado) e do Projeto Básico referente à e Implantação e Pavimentação do 1º Traçado de São Miguel do Gostoso para praia do Marco, no trecho Reduto/Morros",PUBLICADA,"0,00",DER,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9327,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9327
002,2018,033100110001342018,TOMADA DE PREÇOS,Elaboração do Projeto Executivo para restauração da Rodovia RN-288 - Trecho: Área Urbana de Jardim de Piranhas / Ent. 427.,PUBLICADA,"0,00",DER,ADMINISTRAÇÃO,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9320,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9320
01,2018,001100420013292018,PREGÃO PRESENCIAL,Aquisição material de consumo tipo chapas de positivas em alumínio e outros produtos gráficos,PUBLICADA,"0,00",DEI,CIÊNCIA E TECNOLOGIA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9529,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9529
024,2018,026100070015742018,TOMADA DE PREÇOS,Contratação de empresa para execução dos serviços de reforma de Centros de Disponibilidade de Informação e Tecnologia da EMATER/RN no município de São Paulo do Potengi,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9574,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9574
023,2018,026100070012262018,TOMADA DE PREÇOS,Contratação de empresa para conclusão da Unidade Didática de Processamento de Carne no município de São José do Seridó/RN,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9437,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9437
022,2018,026100070003812018,TOMADA DE PREÇOS,"Contratação de empresa para serviços de reforma dos Centros de Disponibilidade de Informação e Tecnologia da EMATER/RN nos municípios de Patu/RN, Messias Targino/RN, Itaú/RN, Rodolfo Fernandes/RN e Se",PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9434,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9434
021,2018,026100070011332018,TOMADA DE PREÇOS,Contratação de empresa para construção do Centro de Disponibilidade de Informação e Tecnologia da EMATER/RN no município de João Câmara/RN.,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9433,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9433
020,2018,026100070003952018,TOMADA DE PREÇOS,"Contratação de empresa para serviços de reforma dos Centros de Disponibilidade de Informação e Tecnologia da EMATER/RN nos municípios de Pendências/RN, Angicos/RN e Assu/RN.",PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9432,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9432
019,2018,026100070007762018,TOMADA DE PREÇOS,Contratação de empresa para construção do Centro de Disponibilidade de Informação e Tecnologia da EMATER/RN no município de São Gonçalo do Amarante,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9430,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9430
019,2018,026100070011452018,TOMADA DE PREÇOS,Contratação de empresa para conclusão da Unidade Didática de Processamento de Carnes no município de Angicos/RN.,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9428,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9428
014,2018,026100070001632018,TOMADA DE PREÇOS,construção do Centro de Disponibilidade de Informação e Tecnologia da EMATER/RN no município de Jundiá/RN.,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9316,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9316
011,2018,92179,TOMADA DE PREÇOS,"Contratação de empresa para execução dos serviços de reforma de Centros de Disponibilidade de Informação e Tecnologia da EMATER/RN nos municípios de João Dias/RN, Olho D'Água dos Borges/RN e Rafael Go",PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9312,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9312
008,2018,92169,TOMADA DE PREÇOS,Contratação de empresa especializada para a execução dos serviços de Construção do Centro de Disponibilidade de Informações e Tecnologia no município de Caiçara do Rio dos Ventos,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9199,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9199
007,2018,68224,TOMADA DE PREÇOS,"Contratação de empresa para execução dos serviços de reforma de Centros de Disponibilidade de Informação e Tecnologia da EMATER/RN nos municípios de Areia Branca/RN, Gov. Dix-Sept Rosado/RN e Upanema/",PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9180,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9180
007,2018,52228220188,PREGÃO ELETRÔNICO,Contratação de serviços para confecção dos materiais de divulgação institucionais para a EMATER/RN.,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9487,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9487
006,2018,33082,PREGÃO PRESENCIAL,Fornecimento de água mineral para atender a demanda dos Escritórios Regionais e unidades locais da EMATER/RN,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9389,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9389
006,2018,026100070002972018,PREGÃO ELETRÔNICO,"Aquisição de equipamentos e materiais para operação de Unidades Didáticas de Processamento de Carnes, Abatedouros,",PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9490,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9490
006,2018,76910,TOMADA DE PREÇOS,Contratação de empresa especializada para a execução dos serviços de reforma dos Centros de Disponibilidade de Informações e Tecnologia nos municípios de Brejinho e Nísia Floreta/RN,PUBLICADA,"0,00",EMATER,AGRICULTURA,http://servicos.searh.rn.gov.br/searh/Licitacao/AvisoLicitacao/9179,http://servicos.searh.rn.gov.br/searh/Licitacao/ContratoLicitacao/9179
